id|cte_numero|frete_valor|frequencia_semanal|distancia_km|duracao_min|data_hora|custo_km|custo_mensal|id_filial|id_transportadora|id_cliente|id_produto|id_regiao
3166d6e4-071b-4468-b4eb-d10b03bf3153|CTE013|1195.0|4|439.65|307.65|2025-06-29T17:42:21.392401|2.7180711929944277|19120.0|372765ca-7654-433b-aed6-bcd304cfb5c0|dbeb04c3-ef7c-4638-8a3e-b9a949c74b51|2a1e24a8-fab9-4caa-9b7b-fdf7c26444bc|3e1ac779-f3ad-446f-91ad-79eefbf1a9ea|c7b41bc7-e11f-4389-83c7-beafc1f70ad3
e2002e35-cdbb-4d51-b8bf-4a3a65736ede|CTE014|1210.0|5|1539.44|1184.55|2025-06-29T17:42:27.395080|0.786000103933898|24200.0|933f0630-57b1-403e-b2a8-5cb615818e64|c9afc5d8-d442-4c3d-8f0f-711e2384f7eb|969a2d6b-984d-4492-bc83-a9e10bd3d65d|0d01e6b3-80ab-40c4-9b59-f86fe1690ca3|aa910cbe-820d-412d-a833-5b76209bcb6b
5bf7fce3-681f-439f-9e89-ef71a7a0350f|CTE015|1225.0|1|93.94|73.17|2025-06-29T17:42:27.666677|13.040238450074517|4900.0|8be3d320-f723-4fb4-a26c-2dc7d6654371|3b2587fb-af1a-41eb-9979-998911232726|1f126e9e-2792-42b7-8727-d2fd441ad739|cc603c13-a46d-4fa0-aae6-d8bf78417f3f|56742a28-1b24-48d8-89aa-df6fd6de6778
05f5453e-fd2e-4cf1-8fb9-5e8d146c01dc|CTE016|1240.0|2|439.65|307.65|2025-06-29T17:42:27.966509|2.820425338337314|9920.0|372765ca-7654-433b-aed6-bcd304cfb5c0|dbeb04c3-ef7c-4638-8a3e-b9a949c74b51|2a1e24a8-fab9-4caa-9b7b-fdf7c26444bc|3e1ac779-f3ad-446f-91ad-79eefbf1a9ea|c7b41bc7-e11f-4389-83c7-beafc1f70ad3
eb836c22-9ff4-40c8-a5db-bd7b538489a3|CTE017|1255.0|3|1539.44|1184.55|2025-06-29T17:42:28.292083|0.815231512757886|15060.0|933f0630-57b1-403e-b2a8-5cb615818e64|c9afc5d8-d442-4c3d-8f0f-711e2384f7eb|969a2d6b-984d-4492-bc83-a9e10bd3d65d|0d01e6b3-80ab-40c4-9b59-f86fe1690ca3|aa910cbe-820d-412d-a833-5b76209bcb6b
42e776b2-207e-4b42-a547-5b8845175d8d|CTE018|1270.0|4|93.94|73.17|2025-06-29T17:42:28.561053|13.519267617628273|20320.0|8be3d320-f723-4fb4-a26c-2dc7d6654371|3b2587fb-af1a-41eb-9979-998911232726|1f126e9e-2792-42b7-8727-d2fd441ad739|cc603c13-a46d-4fa0-aae6-d8bf78417f3f|56742a28-1b24-48d8-89aa-df6fd6de6778
39f14709-1202-4c85-9e17-ef5404d1d1d5|CTE019|1285.0|5|439.65|307.65|2025-06-29T17:42:28.932936|2.9227794836802|25700.0|372765ca-7654-433b-aed6-bcd304cfb5c0|dbeb04c3-ef7c-4638-8a3e-b9a949c74b51|2a1e24a8-fab9-4caa-9b7b-fdf7c26444bc|3e1ac779-f3ad-446f-91ad-79eefbf1a9ea|c7b41bc7-e11f-4389-83c7-beafc1f70ad3
33d64d89-b0ad-4318-9ec9-29226e9e5a6a|CTE020|1300.0|1|1539.44|1184.55|2025-06-29T17:42:29.268080|0.8444629215818739|5200.0|933f0630-57b1-403e-b2a8-5cb615818e64|c9afc5d8-d442-4c3d-8f0f-711e2384f7eb|969a2d6b-984d-4492-bc83-a9e10bd3d65d|0d01e6b3-80ab-40c4-9b59-f86fe1690ca3|aa910cbe-820d-412d-a833-5b76209bcb6b
14b44d12-34fc-4411-a348-a402baac4f5a|CTE021|1315.0|2|93.94|73.17|2025-06-29T17:42:29.548580|13.998296785182031|10520.0|8be3d320-f723-4fb4-a26c-2dc7d6654371|3b2587fb-af1a-41eb-9979-998911232726|1f126e9e-2792-42b7-8727-d2fd441ad739|cc603c13-a46d-4fa0-aae6-d8bf78417f3f|56742a28-1b24-48d8-89aa-df6fd6de6778
f79210ed-0198-4cfa-99c1-79b61017c6d5|CTE022|1330.0|3|439.65|307.65|2025-06-29T17:42:29.849670|3.025133629023087|15960.0|372765ca-7654-433b-aed6-bcd304cfb5c0|dbeb04c3-ef7c-4638-8a3e-b9a949c74b51|2a1e24a8-fab9-4caa-9b7b-fdf7c26444bc|3e1ac779-f3ad-446f-91ad-79eefbf1a9ea|c7b41bc7-e11f-4389-83c7-beafc1f70ad3
e39b45eb-bbbf-4e1d-a92f-6e91adca4123|CTE023|1345.0|4|1539.44|1184.55|2025-06-29T17:42:30.206776|0.8736943304058619|21520.0|933f0630-57b1-403e-b2a8-5cb615818e64|c9afc5d8-d442-4c3d-8f0f-711e2384f7eb|969a2d6b-984d-4492-bc83-a9e10bd3d65d|0d01e6b3-80ab-40c4-9b59-f86fe1690ca3|aa910cbe-820d-412d-a833-5b76209bcb6b
ae362e0e-dce2-4a20-b993-8d121375cdd0|CTE024|1360.0|5|93.94|73.17|2025-06-29T17:42:35.727046|14.47732595273579|27200.0|8be3d320-f723-4fb4-a26c-2dc7d6654371|3b2587fb-af1a-41eb-9979-998911232726|1f126e9e-2792-42b7-8727-d2fd441ad739|cc603c13-a46d-4fa0-aae6-d8bf78417f3f|56742a28-1b24-48d8-89aa-df6fd6de6778
181de084-c1f1-40c6-bd8c-4ae86680db25|CTE025|1375.0|1|439.65|307.65|2025-06-29T17:42:36.238225|3.127487774365973|5500.0|372765ca-7654-433b-aed6-bcd304cfb5c0|dbeb04c3-ef7c-4638-8a3e-b9a949c74b51|2a1e24a8-fab9-4caa-9b7b-fdf7c26444bc|3e1ac779-f3ad-446f-91ad-79eefbf1a9ea|c7b41bc7-e11f-4389-83c7-beafc1f70ad3
85a29bd9-b15f-41e9-a8ed-8cefc84e03a8|CTE026|1390.0|2|1539.44|1184.55|2025-06-29T17:42:36.764394|0.9029257392298498|11120.0|933f0630-57b1-403e-b2a8-5cb615818e64|c9afc5d8-d442-4c3d-8f0f-711e2384f7eb|969a2d6b-984d-4492-bc83-a9e10bd3d65d|0d01e6b3-80ab-40c4-9b59-f86fe1690ca3|aa910cbe-820d-412d-a833-5b76209bcb6b
44d7907f-8aa0-47b9-adcb-ce78454dd1b3|CTE027|1405.0|3|93.94|73.17|2025-06-29T17:42:37.027937|14.956355120289548|16860.0|8be3d320-f723-4fb4-a26c-2dc7d6654371|3b2587fb-af1a-41eb-9979-998911232726|1f126e9e-2792-42b7-8727-d2fd441ad739|cc603c13-a46d-4fa0-aae6-d8bf78417f3f|56742a28-1b24-48d8-89aa-df6fd6de6778
eeef479a-6afa-417c-9e4a-a8239ef3f7b1|CTE028|1420.0|4|439.65|307.65|2025-06-29T17:42:37.326347|3.2298419197088597|22720.0|372765ca-7654-433b-aed6-bcd304cfb5c0|dbeb04c3-ef7c-4638-8a3e-b9a949c74b51|2a1e24a8-fab9-4caa-9b7b-fdf7c26444bc|3e1ac779-f3ad-446f-91ad-79eefbf1a9ea|c7b41bc7-e11f-4389-83c7-beafc1f70ad3
9b2c651f-5393-4eb2-b48b-fd4ffde0d3da|CTE029|1435.0|5|1539.44|1184.55|2025-06-29T17:42:37.676253|0.9321571480538378|28700.0|933f0630-57b1-403e-b2a8-5cb615818e64|c9afc5d8-d442-4c3d-8f0f-711e2384f7eb|969a2d6b-984d-4492-bc83-a9e10bd3d65d|0d01e6b3-80ab-40c4-9b59-f86fe1690ca3|aa910cbe-820d-412d-a833-5b76209bcb6b
a2785dc2-304d-4bf2-a4fd-d7c623c6db6f|CTE030|1450.0|1|93.94|73.17|2025-06-29T17:42:37.951712|15.435384287843304|5800.0|8be3d320-f723-4fb4-a26c-2dc7d6654371|3b2587fb-af1a-41eb-9979-998911232726|1f126e9e-2792-42b7-8727-d2fd441ad739|cc603c13-a46d-4fa0-aae6-d8bf78417f3f|56742a28-1b24-48d8-89aa-df6fd6de6778
290b0d23-e3c9-4ea6-bade-db2887a4465c|CTE031|1465.0|2|439.65|307.65|2025-06-29T17:42:38.254698|3.332196065051746|11720.0|372765ca-7654-433b-aed6-bcd304cfb5c0|dbeb04c3-ef7c-4638-8a3e-b9a949c74b51|2a1e24a8-fab9-4caa-9b7b-fdf7c26444bc|3e1ac779-f3ad-446f-91ad-79eefbf1a9ea|c7b41bc7-e11f-4389-83c7-beafc1f70ad3
0e28c741-b471-4825-ae86-bf17e80f5fbe|CTE032|1480.0|3|1539.44|1184.55|2025-06-29T17:42:38.622111|0.9613885568778257|17760.0|933f0630-57b1-403e-b2a8-5cb615818e64|c9afc5d8-d442-4c3d-8f0f-711e2384f7eb|969a2d6b-984d-4492-bc83-a9e10bd3d65d|0d01e6b3-80ab-40c4-9b59-f86fe1690ca3|aa910cbe-820d-412d-a833-5b76209bcb6b
c96f19dd-c656-4098-9b8a-6db4d75a4767|CTE033|1495.0|4|93.94|73.17|2025-06-29T17:42:38.896231|15.914413455397062|23920.0|8be3d320-f723-4fb4-a26c-2dc7d6654371|3b2587fb-af1a-41eb-9979-998911232726|1f126e9e-2792-42b7-8727-d2fd441ad739|cc603c13-a46d-4fa0-aae6-d8bf78417f3f|56742a28-1b24-48d8-89aa-df6fd6de6778
8defce51-7eff-4a40-8184-bd5bf06a57e7|CTE034|1510.0|5|439.65|307.65|2025-06-29T17:42:39.198569|3.434550210394632|30200.0|372765ca-7654-433b-aed6-bcd304cfb5c0|dbeb04c3-ef7c-4638-8a3e-b9a949c74b51|2a1e24a8-fab9-4caa-9b7b-fdf7c26444bc|3e1ac779-f3ad-446f-91ad-79eefbf1a9ea|c7b41bc7-e11f-4389-83c7-beafc1f70ad3
043d9096-77b0-4505-b5f4-c5d9f4d0dcca|CTE035|1525.0|1|1539.44|1184.55|2025-06-29T17:42:39.539989|0.9906199657018137|6100.0|933f0630-57b1-403e-b2a8-5cb615818e64|c9afc5d8-d442-4c3d-8f0f-711e2384f7eb|969a2d6b-984d-4492-bc83-a9e10bd3d65d|0d01e6b3-80ab-40c4-9b59-f86fe1690ca3|aa910cbe-820d-412d-a833-5b76209bcb6b
f66ee991-5a1e-4336-8056-3e5040396469|CTE036|1540.0|2|93.94|73.17|2025-06-29T17:42:39.834811|16.39344262295082|12320.0|8be3d320-f723-4fb4-a26c-2dc7d6654371|3b2587fb-af1a-41eb-9979-998911232726|1f126e9e-2792-42b7-8727-d2fd441ad739|cc603c13-a46d-4fa0-aae6-d8bf78417f3f|56742a28-1b24-48d8-89aa-df6fd6de6778
f8f946d2-7b74-4189-af33-21235d9a8f79|CTE037|1555.0|3|439.65|307.65|2025-06-29T17:42:40.139257|3.536904355737519|18660.0|372765ca-7654-433b-aed6-bcd304cfb5c0|dbeb04c3-ef7c-4638-8a3e-b9a949c74b51|2a1e24a8-fab9-4caa-9b7b-fdf7c26444bc|3e1ac779-f3ad-446f-91ad-79eefbf1a9ea|c7b41bc7-e11f-4389-83c7-beafc1f70ad3
6e308e57-1053-487b-8a62-6a038009dc04|CTE038|1570.0|4|1539.44|1184.55|2025-06-29T17:42:40.481466|1.0198513745258015|25120.0|933f0630-57b1-403e-b2a8-5cb615818e64|c9afc5d8-d442-4c3d-8f0f-711e2384f7eb|969a2d6b-984d-4492-bc83-a9e10bd3d65d|0d01e6b3-80ab-40c4-9b59-f86fe1690ca3|aa910cbe-820d-412d-a833-5b76209bcb6b
278006f9-1d7d-476a-b2a9-78e0ae15c352|CTE039|1585.0|5|93.94|73.17|2025-06-29T17:42:40.744905|16.872471790504576|31700.0|8be3d320-f723-4fb4-a26c-2dc7d6654371|3b2587fb-af1a-41eb-9979-998911232726|1f126e9e-2792-42b7-8727-d2fd441ad739|cc603c13-a46d-4fa0-aae6-d8bf78417f3f|56742a28-1b24-48d8-89aa-df6fd6de6778
e0470468-1334-400b-9423-56033776f5ed|CTE040|1600.0|1|439.65|307.65|2025-06-29T17:42:41.049557|3.639258501080405|6400.0|372765ca-7654-433b-aed6-bcd304cfb5c0|dbeb04c3-ef7c-4638-8a3e-b9a949c74b51|2a1e24a8-fab9-4caa-9b7b-fdf7c26444bc|3e1ac779-f3ad-446f-91ad-79eefbf1a9ea|c7b41bc7-e11f-4389-83c7-beafc1f70ad3
ceb8825a-e164-4ac9-8cd2-018640e70027|CTE041|1615.0|2|1539.44|1184.55|2025-06-29T17:43:41.805231|1.0490827833497895|12920.0|933f0630-57b1-403e-b2a8-5cb615818e64|c9afc5d8-d442-4c3d-8f0f-711e2384f7eb|969a2d6b-984d-4492-bc83-a9e10bd3d65d|0d01e6b3-80ab-40c4-9b59-f86fe1690ca3|aa910cbe-820d-412d-a833-5b76209bcb6b
213064ba-a077-402d-8a0a-94fdcdb23d01|CTE042|1630.0|3|93.94|73.17|2025-06-29T17:43:42.110323|17.351500958058335|19560.0|8be3d320-f723-4fb4-a26c-2dc7d6654371|3b2587fb-af1a-41eb-9979-998911232726|1f126e9e-2792-42b7-8727-d2fd441ad739|cc603c13-a46d-4fa0-aae6-d8bf78417f3f|56742a28-1b24-48d8-89aa-df6fd6de6778
e68769ae-9194-4f5e-8849-435efdb40c34|CTE043|1645.0|4|439.65|307.65|2025-06-29T17:43:42.426968|3.7416126464232913|26320.0|372765ca-7654-433b-aed6-bcd304cfb5c0|dbeb04c3-ef7c-4638-8a3e-b9a949c74b51|2a1e24a8-fab9-4caa-9b7b-fdf7c26444bc|3e1ac779-f3ad-446f-91ad-79eefbf1a9ea|c7b41bc7-e11f-4389-83c7-beafc1f70ad3
7507451c-b646-4b87-9f65-b4293e07d027|CTE044|1660.0|5|1539.44|1184.55|2025-06-29T17:43:42.785092|1.0783141921737773|33200.0|933f0630-57b1-403e-b2a8-5cb615818e64|c9afc5d8-d442-4c3d-8f0f-711e2384f7eb|969a2d6b-984d-4492-bc83-a9e10bd3d65d|0d01e6b3-80ab-40c4-9b59-f86fe1690ca3|aa910cbe-820d-412d-a833-5b76209bcb6b
b2681170-f3d2-4219-b593-c83e763a9658|CTE045|1675.0|1|93.94|73.17|2025-06-29T17:43:43.072502|17.830530125612093|6700.0|8be3d320-f723-4fb4-a26c-2dc7d6654371|3b2587fb-af1a-41eb-9979-998911232726|1f126e9e-2792-42b7-8727-d2fd441ad739|cc603c13-a46d-4fa0-aae6-d8bf78417f3f|56742a28-1b24-48d8-89aa-df6fd6de6778
ef228895-541a-4d1e-beff-629ddbf5254c|CTE046|1690.0|2|439.65|307.65|2025-06-29T17:43:43.373694|3.843966791766178|13520.0|372765ca-7654-433b-aed6-bcd304cfb5c0|dbeb04c3-ef7c-4638-8a3e-b9a949c74b51|2a1e24a8-fab9-4caa-9b7b-fdf7c26444bc|3e1ac779-f3ad-446f-91ad-79eefbf1a9ea|c7b41bc7-e11f-4389-83c7-beafc1f70ad3
033775dd-04c5-40a4-b7b2-cb7232ff3eb1|CTE047|1705.0|3|1539.44|1184.55|2025-06-29T17:43:43.701948|1.1075456009977653|20460.0|933f0630-57b1-403e-b2a8-5cb615818e64|c9afc5d8-d442-4c3d-8f0f-711e2384f7eb|969a2d6b-984d-4492-bc83-a9e10bd3d65d|0d01e6b3-80ab-40c4-9b59-f86fe1690ca3|aa910cbe-820d-412d-a833-5b76209bcb6b
6454615f-4720-4d0a-ac0d-f293194d7b83|CTE048|1720.0|4|93.94|73.17|2025-06-29T17:43:43.981978|18.30955929316585|27520.0|8be3d320-f723-4fb4-a26c-2dc7d6654371|3b2587fb-af1a-41eb-9979-998911232726|1f126e9e-2792-42b7-8727-d2fd441ad739|cc603c13-a46d-4fa0-aae6-d8bf78417f3f|56742a28-1b24-48d8-89aa-df6fd6de6778
cbbd9fe7-b0bb-4c8d-99b6-1ef38c1bcd4c|CTE049|1735.0|5|439.65|307.65|2025-06-29T17:43:44.303502|3.946320937109064|34700.0|372765ca-7654-433b-aed6-bcd304cfb5c0|dbeb04c3-ef7c-4638-8a3e-b9a949c74b51|2a1e24a8-fab9-4caa-9b7b-fdf7c26444bc|3e1ac779-f3ad-446f-91ad-79eefbf1a9ea|c7b41bc7-e11f-4389-83c7-beafc1f70ad3
102f7bbf-f912-4c63-9169-604858d6e769|CTE050|1750.0|1|1539.44|1184.55|2025-06-29T17:43:44.641548|1.1367770098217533|7000.0|933f0630-57b1-403e-b2a8-5cb615818e64|c9afc5d8-d442-4c3d-8f0f-711e2384f7eb|969a2d6b-984d-4492-bc83-a9e10bd3d65d|0d01e6b3-80ab-40c4-9b59-f86fe1690ca3|aa910cbe-820d-412d-a833-5b76209bcb6b
